title_ja,title_en,tags,cover_image_path,description
,Bungou Stray Dogs: Wan!,Action|Comedy|Supernatural|Mystery,data/images\569963c5-6b0b-4f92-b561-e1304b78b0dc.jpg,Spin-off series about the everyday life of the members of the Armed Detective Agency and the Port Mafia.
,Homura-sensei Is Probably Unpopular,Romance|Comedy|4-Koma|School Life,data/images\0b1598ed-6ac2-4c74-92cf-44fd0f3ab7fe.jpg,"High-school student Hasumi-chan is drawn to Homura-sensei  a young  socially awkward biology teacher generally seen as weak and boring but recognized by her to be kind.      ---"
,War of the Adults,Thriller|Psychological|Drama,data/images\b85141eb-8051-451a-bf95-608351e2b613.jpg,"What makes a 'proper adult'? Inspired by the words of his late father  Yutaro Urashima sought to become an upstanding member of society by developing and strictly adhering to his own ""Articles of Adulthood."" Little did he know  however  that those same articles would go on to dramatically change the world..."
,Aliens  Baseball  and Civilization,Sci-Fi|Romance|Comedy|Sports|Isekai|Aliens,data/images\464e2a80-73a0-40da-a2a5-c2b62f77c967.jpg,Indifferent student Takatsugi-kun is living an uneventful life  until he meets Niina  a girl who's utterly obsessed with baseball. Though she seems to have nothing but baseball on her mind  Takatsugi finds himself drawn to her. Their relationship progresses smoothly... or does it?
,The Urban Legend Files,Ghosts|Comedy|School Life|Supernatural,data/images\0ee0ef1a-3ebd-4dc2-8251-7ff0dff6282b.jpg,Mokume is a first-year college student and occult fanatic! She hunts down an older student  Kugutsu  who is rumored to attract urban legends of all kinds… What will happen when she joins the Occult Club?
,Katekyo Hitman Reborn!,Action|Comedy|Martial Arts|Mafia|Adventure|Drama|School Life|Supernatural,data/images\26937cf3-0fba-4651-995d-5ebcc8a15eb2.jpg,"Tsuna comes home one day  only to be greeted by a little baby mafioso who apparently is his new home tutor. His job is to guide Tsuna into his role as the 10th Boss of the Vongola mafia family. With the help of all his new friends and an array of special items such as the ""Dying Will Bullet""  he might just be able to do it."
,Blue Proustian Moment,Girls' Love|Drama|School Life,data/images\577c52ef-e2d0-4a87-a900-e8de19e56b5e.jpg,Kazuki  the daughter of a wealthy businessman  and a straight-A student at a prestigious school for girls  meets Moeka  a wild girl from a rowdy school. What becomes of Kazuki when witnessing a steamy moment between Moeka and her boyfriend leaves her all shaken up...?! Find out in this seaside tale of two polar opposites and their fated encounter.
,Mobile Suit Gundam: The battle tales of Flanagan Boone,Thriller|Sci-Fi|Action|Psychological|Mecha|Survival|Military|Philosophical|Drama|Tragedy,data/images\f779c075-fcdf-41f6-9bfd-7de24f87fb27.jpg,"A new tragic tale from the ""One Year War"" unfolds. Flanagan Boone  a Zeon soldier  trained under his beloved Commander Garma Zabi  but then  the Gundam  the ""White Devil of the Federation "" appeared... A new One Year War begins from the perspective of Flanagan Boone  who appeared in the famous episode ""Across the Atlantic Ocean "" (Episode 28) of the ""Mobile Suit Gundam"" anime!"
,Ikemen Dansou Reiya ni Koishiteru!!,Romance|Comedy|Office Workers|Crossdressing|Drama,data/images\a1a12a65-ff2d-4745-8b1c-d25664b27a84.jpg,Assistant cameraman Osaka Kippei is one day invited to a cosplay event by his coworker where he meets the most handsome man he has ever seen: Ichinose Makoto. And through twists and turns they become friends.  In reality  however  Kippei is mistakenly thinking Makoto is man and Makoto  trying to avoid disappointing Kippei and losing him  is doing her best to act like a man for him. But what are these conflicting feelings they feel!? The mistaken love comedy between Kippei who thinks she's a man and Makoto the handsome crossplayer starts!!
,Koishita Hito wa  Imouto no Kawari ni Shindekure to Itta,Romance|Magic|Drama|Fantasy|Adaptation,data/images\5d4454e5-58a5-4e9d-ab37-bf96270cc5c4.jpg,"In place of her sister  Wisteria took on the job of becoming a guardian of a poisonous otherworld. One day  a man who resembled her first love dropped out of the sky. His name was Lloyd. To her surprise  he was the son of her first love!   To win the hand of the princess  he has come to ask for Wisteria's partner  Saltis  a sentient holy sword. Having survived in the other world frozen in time  Wisteria easily defeated Lloyd and told him to go home... But despite her best efforts at persuasion  Lloyd refused to leave.   ""Please take me as your apprentice  until I get strong enough to defeat you!""   So began a one-sided relationship between master and apprentice. Will her time  which has remained frozen for so long  begin to move again? A master-student love fantasy between a lonely former noble lady and a prodigy prince!"
,Ikemen Joshi to Josou Danshi,Romance|Comedy|Crossdressing|Web Comic,data/images\685db91e-a8ab-4de3-9738-9d3f883bd179.jpg,While cross-dressing  I was hit on by a handsome guy  except she wasn't actually a handsome guy!
,Taisho Junai Fukushuutan - Haha wo Yaki Korosareta Watashi wa Oni to Kasu,Historical|Drama,data/images\b8cd7c51-3eec-483e-bb56-6891c5b11d1d.jpg,Yuu is born to a concubine of the Todo family  a prominent family  and is mistreated and treated like a slave from an early age. In particular  her half-sister Nadeshiko pretends to be friendly with Yuu in front of Shinnosuke  whom she has a crush on  but behind her back  Nadeshiko bullies Yuu to no end. Yuu had hoped to be free someday  but she was unable to do so because she could not abandon her mother  who was locked up in a dungeon. One day  her mother dies in an unexplained fire  and Yuu  who went to save her  also disappears.  Seven years later  Yuu  who was thought to have disappeared  grows up beautifully as if she were a different person  changes her name to Haruhi  returns to the Todo family  and begins to take revenge for the death of her murdered mother.
,Nano Machine,Sci-Fi|Action|Long Strip|Martial Arts|Adventure|Wuxia|Fantasy|Web Comic|Adaptation|Full Color,data/images\6e4805a6-75ab-462d-883c-4ddedb8e4df6.jpg,After being held in disdain and having his life put in danger  an orphan from the Demonic Cult  Cheon Yeo-Woon  has an unexpected visit from his descendant from the future who inserts a nano machine into Cheon Yeo-Woon's body  which drastically changes Cheon Yeo-Woon's life after its activation. The story of Cheon Yeo-Woon's journey of bypassing the Demonic Cult and rising to become the best martial artist has just begun.    --- - [Webtoon PV](https://www.youtube.com/watch?v=_t397hfZC3w) --- - [Official Traditional Chinese Translation](https://www.webtoons.com/zh-hant/drama/nanomasin/list?title_no=2085)  - [Official Simplified Chinese Translation](https://www.dongmanmanhua.cn/BOY/moutianchengweimoshen/list?title_no=1519)  - [Official Indonesian Translation](https://www.webtoons.com/id/fantasy/nano-mashin/list?title_no=2194)  - [Official Japanese Translation](https://manga.line.me/product/periodic?id=Z0000948)  - [Official Thai Translation](https://www.webtoons.com/th/action/nano-mashin/list?title_no=2171)
,Camera-senpai to Sewayaki Jouzu na Kouhai-chan,Romance|Comedy|School Life|Adaptation,data/images\72bf3c7c-ad69-418b-960e-4537722898fe.jpg,"The goal of the camera department manager  Ayato  is the ultimate beauty that he has set himself.  To take ""boob pictures"".   The ideal that we once met at the beachIn order to take a picture of a beautiful girl with breasts  I involved my junior and assistant YukiLet the beautiful girls on campus take a ""breast photo""! But--?"
,Ookami no Kawa wo Kabutta Hitsujihime,Romance|Girls' Love|Fantasy|Monster Girls,data/images\6fe56296-e980-4321-8a7b-bc8b4e2750c8.jpg,"""Wolf"" Rikujo Aki is working as a butler in the Land of the Sheep. She loved the quiet and peaceful life there  but by chance  she fell in love with Momo Siudafares  the third princess of the Sheep Kingdom  and became her tutor."
,Shinigami-chan wa Mimamoritai,Oneshot|Romance|Comedy|Supernatural,data/images\0e1ab2b8-a75f-4f03-ab17-525da2554490.jpg,
,Beyblade X,Traditional Games|Action|Sports|Adventure,data/images\f1845adf-270b-4405-9438-0c56b1b9576c.jpg,"What has not yet been seen  and what cannot be seen - ""X"". Beyblade  accelerated to the limit (extreme)  blasts through a new era!"
,Sora Yori Takaku,Thriller|Time Travel|Demons|Animals|Comedy|Martial Arts|Adventure|Office Workers|Drama|Delinquents|Slice of Life|Supernatural,data/images\a9b64893-0b8a-46a9-b925-6359e3c2d693.jpg,When the Devil King announces his retirement  he calls forth his two sons  Yomi and Sora  to give them each a quest. Whichever of them finds a pure Yamato maiden within a year would inherit the throne of the Devil King  while the other would die. Thus begins Sora's sex-fuelled adventure to find a woman that can satisfy his father…
,Chernobyl no Inori,Historical|Psychological|Survival|Military|Drama|Adaptation|Tragedy,data/images\c6a95695-99b2-43fa-96b1-550d40b2800f.jpg,An adaption the critically acclaimed novel *Chornobyl Prayer: A Chronicle of the Future* by Belarusian Nobel Laureate Svetlana Alexievich  a collection of several accounts of people affected by the 1986  Chornobyl nuclear catastrophe and its aftermath.
,Vampire Knight Memories,Romance|Drama|Vampires|Supernatural|Mystery,data/images\38221d4a-687d-49bc-a2f4-44ce42fab8d9.jpg,Beginning as four bonus chapters following the end of 'Vampire Knight'  'Vampire Knight Memories' is now an official sequel series written and illustrated by Matsuri Hino. The series follows the events that occurred whilst Kaname slept for a thousand years  as well as his time in the future with Yuuki's daughters  Ai and Ren.
,Amateur Vigilante,Thriller|Action|Gore|Drama,data/images\bd9144b1-8602-4efb-bdb3-3dd08dbab521.jpg,Action thriller about an obsessed lonely man with a delusional plot to save Japan by assassinating a politician. But his twisted plan is disturbed when he witnesses a young girl next door getting abducted by the Yakuza. He decides to save her but his attempt ends in a chaotic massacre where he manages to kill the gangsters. But things only get worse from here on out  now he's getting hunted down by even more ruthless killers.
,Mieruko-chan,Award Winning|Monsters|Psychological|Ghosts|Comedy|Magic|Drama|School Life|Horror|Slice of Life|Supernatural|Mystery|Tragedy,data/images\6670ee28-f26d-4b61-b49c-d71149cd5a6e.jpg,All of a sudden  Miko is able to see grotesque monsters all around her; but no one else can. Rather than trying to run away or face them  she instead musters all of her courage and... ignores them. Join in on her day-to-day life as she keeps up her best poker face despite the supernatural goings-on. ___ **Alt Official Raw:** [niconico Manga](http://manga.nicovideo.jp/comic/37662)
,Fight Class 3,Thriller|Action|Psychological|Comedy|Sports|Martial Arts|Philosophical|Drama|School Life|Web Comic|Slice of Life|Tragedy,data/images\49650a04-d0d7-4526-b460-8203ae223586.jpg,A world in which Korea is the global capital of combat sports. At Nam-Il High School where the best and most talented students of martial arts reside  Jiu Ji-Tae suddenly finds himself thrust into their midst despite being a total weakling.      By neutralizing his physical shortcomings through jiu-jitsu  can he rise to the top of the fight classes?     ---
,Kill the Male Lead to Become the Villainess,Reincarnation|Time Travel|Historical|Action|Long Strip|Romance|Martial Arts|Adventure|Wuxia|Fantasy|Villainess|Full Color,data/images\3a8488a3-8b93-4576-baee-cae53c2be018.jpg,"After killing the male lead  the originally innocent girl transformed into a villainess. Just as she was about to enjoy her newfound freedom  she died a violent death and returned back to the start of the game. Having carried over with her all the skills she acquired in her previous ""playthrough""  she was prepared to kill the male lead again; however  the current circumstances seem a bit... strange?"
,The Hitman Stans,Action|Comedy|Drama,data/images\9e76dadd-e0c6-452a-9f7d-b9f2ae85bc35.jpg,A legendary assassin found the light of life. It was an underground idol!  Endou Owaru is the most powerful assassin in the Fujisan-kai  a huge black market organization. He was feared as a “killing machine” because of his ruthless work and overwhelming fighting power  but one day he decides to retire. The reason for his decision was to live his life proudly with Kaorin of the underground idol Ro~Xesia.  Can a man covered in blood and sorrow protect the light of life that he has finally obtained?!
,Yamiochi Shuudou Onna-chan no Nichijou,Action|Web Comic,data/images\9e7ab7fc-54f2-47ff-91ee-8363fd84c039.jpg,
,Tonari no Kurokawa-san,Romance|Comedy|School Life|Slice of Life,data/images\1f9fb803-733a-4104-bea3-f4b449da5e3c.jpg,_The secret between me and her is trivial yet important._  Hajime Takahashi  enrolled in Shuubi High School solely because it's the sacred place of his favorite manga. Everywhere in the school are locations that appeared in the manga  and he's super excited! Amidst this excitement  Takahashi meets a beautiful girl  Yayoi Kurokawa  who looks just like the heroine from his favorite work  and they come to share a certain secret.
,Shukuteki Onee-san o Taosenai,Romance|Comedy|Web Comic,data/images\67464b7f-2617-4d23-8157-d035be4d8219.jpg,
,RoOT / Route of OddTaxi,Thriller|Crime|Drama|Police|Mystery,data/images\6bbc0c70-4230-4cf5-80b9-6de32d33bd1d.jpg,*ODDTAXI* is back in action!   The story of Hiroshi Odogawa  a poor cab driver  is interwoven with various characters and takes on a completely new form with new protagonists!
,Shingeki no Eroko-san: Hen na Oneesan wa Danshi Kousei to Nakayoku Naritai,Romance|Comedy|Slice of Life,data/images\bdfc7777-f1ee-4131-82cb-2fb5861d32e1.jpg,Shindou Eruko  a glasses  big breasted beauty  found a job as a handyman for the Amaguri Handyman service after her NEET life comes to an end as her savings ran out. She immediately falls for her co-worker Hoshi-kun on their first day working together  but there's a problem: Hoshi-kun is a high school boy  while Eruko is a 27 years old onee-san who has trouble telling reality and delusions apart. She ends up constantly scheming to get close to Hoshi-kun to turn many of her delusions into reality  but after several near-misses  it became apparent to Eruko that Hoshi-kun does  indeed  have feelings toward her.    This manga takes place after Vol.14 in  [Henjo - Hen na Joshi Kousei Amaguri Senko](https://mangadex.org/title/15331/henjyo-the-strange-female-high-schooler-amaguri-senko)
,I Contracted Myself,Monsters|Action|Demons|Long Strip|Comedy|Martial Arts|Adventure|Magic|Isekai|Fantasy|Supernatural|Full Color,data/images\3bd65a09-dec5-4c0a-a34f-b07a9cc53aae.jpg,This is a world where awakened people and alienated beasts coexist. Zhang Ping was lucky to become an awakened person  but his ability was rated as useless. He was unwilling to live a mediocre life  so he resolutely swallowed the contract gem that ordinary people avoided like snakes and scorpions  contracted himself  and became his own summoned beast! From then on  the whole world opened up to him. Ever-changing superpowers  endless alienated beasts  and dangerous parallel worlds  everything is possible.
,The Prince's First Love,Long Strip|Romance|Boys' Love|Drama|School Life|Web Comic|Full Color,data/images\60746565-57c5-4a8a-9147-cb63f9b9c58a.jpg,The flawless Prince Nazaire changes schools in hopes of wooing a bride… only to encounter the tyrant Cassius Li! At first  the two cannot stand one another  as they constantly infuriate each other. Yet between ball dances  rescues  and secret rendezvous  Nazaire and Cassius begin seeing each other for who they truly are. But love between a prince and a commoner could never happen  and if Nazaire hopes to ascend the throne  he will have to give up Cassius. Torn between love and duty  can the prince and tyrant reach their happily ever after?
,How to Walk the Protagonist's Path of Flowers,Reincarnation|Long Strip|Romance|Isekai|Fantasy|Web Comic|Adaptation|Full Color,data/images\972a325d-e8c6-4500-b596-01525f640076.jpg,Life never goes according to plan—something I had yet to learn back then. Because of a friend from my past life  I begrudgingly read a male-oriented fantasy harem novel… only to wake up as a character inside it: Kang Nahyun.  Special perks for reincarnators? Ha! As if. I had no money  no connections  and nothing but a hardcore survival mode to keep me going.  But just before high school  I awakened into the “Sniper” position  earning myself a spot at the Awakener Academy!  And if I can’t be the protagonist  then I’ll just hitch a ride on the protagonist’s flowery path  right?  So I make it my plan to stick close to Na Yuhan  the real hero of the story  snag a few scraps of luck  and quietly bow out…  Except something feels off. With every passing day  my steps are veering further and further from the plan…  The chaotic Academy life of sunshine-heroine(?) Kang Nahyun begins now! “How to Walk the Protagonist's Path of Flowers” — coming your way!
,Stories of the Mask,Demons|Psychological|Ghosts|Samurai|Drama|Horror|Tragedy,data/images\a7947227-3933-47f0-9f0b-3aeb7c5ff234.jpg,The mask of Hannya  a jealous she-devil located in an old antique store  scrutinizes the darkness of men's hearts and knows the secrets of all the objects that have been accumulating there since time immemorial. Prepare well because certain death comes at odd times  and whether you are a young man or a tired old man  whatever she finds you  she will take you with her to hell.
,Sakura Taisen Part 2,Historical|Action|Demons|Mecha|Military|Supernatural|Adaptation,data/images\e26a840e-8624-4af2-b089-e3fd7634766b.jpg,With the Hive of Darkness and High Priest Tenkai defeated  peace has returned to the capital thanks to the Imperial Combat Troupe. But a new enemy has risen and threatens to disturb this new year of peace! The curtain is rising  the bells are ringing and a new battle is about to begin  for the Kouma have been resurrected by their new King: AOI SATAN
,Soshite  Mina ni natta,Thriller|Psychological|Crime|Survival|Gore|Drama|Horror|Delinquents|Mystery|Tragedy,data/images\51c202df-34dc-4595-9287-f80d400f682b.jpg,In broad daylight  a horrific mass murder occurs  claiming the life of Mina  a high school student. Miraculously  she survives through a heart transplant. As Mina begins to settle back into a semblance of normalcy  she becomes alarmed by an overwhelming surge of murderous intent that she's never experienced before.  Unbeknownst to her  the heart she received belonged to Misako Shimizu  the very perpetrator of the mass murder.  Mina's parents watch in confusion and fear as their beloved daughter starts transforming into a person they can no longer recognize. The murderous urge only grows stronger and seems unstoppable.  Witness the beginning of an unprecedented family suspense drama!  (Source: Bookwalker)
,Soul Catcher(S),Action|Drama|School Life|Supernatural|Music,data/images\d74a8591-a02f-4d43-b110-7b8a65cec6ca.jpg,"Kamine Shouta is a boy who is able to ""see"" people's hearts  though the ability has caused him to distance himself from people. His meeting with saxophone player Tokisaka Hibiki changes both of them for the better  and Tokisaka convinces Kamine to join the school concert band. Now Kamine  who knows nothing about music  will have to use his ability to win over the band's section leaders in the hopes of leading the band to the national competition next year… as its conductor!"
,The Basketball Girl,Reincarnation|Sci-Fi|Genderswap|Action|Crime|Sports|Mafia|Drama|Web Comic|Slice of Life,data/images\86ce84b4-22e3-4f39-a01d-7a1dae239ead.jpg,The unknown interior designer  Hans Duan (22 years old)  was involved in a criminal dispute as he designed the house for one of the members in that group. Unfortunately  he was persecuted as a murderer due to the case and sentenced to death. In the prison  he met a scientist from the government (Code name No.73) who asked him to take part in a human experiment. But the experiment failed and Hans died. His body was buried in a dump in the city. However  the experimental medicine left in his body leads to gene mutation. Hans is revived and changed into a female. What will happen on him (her)?
,Byakuda no Hanamuko,Psychological|Romance|School Life|Supernatural|Mystery,data/images\2f9634a5-00d9-44bd-9514-a3c2a0ca2dd2.jpg,A white snake who is a divine messenger and a childhood friend with a mystery. Entangled obsessions in a Japanese-style fantasy. Tsubaki  a high school student with a predisposition for bad luck  has a one-sided love for his childhood friend Sakuya  who is both beautiful and talented. Then  one day while leaving school they are randomly attacked on the street.  In the ancient capital Kyoto  a lovestory defying fate unfolds.
,Tsuihou Sarenakatta Otoko ~Nidome no Jinsei wa Dogeza kara Hajimarimashita~,Reincarnation|Action|Demons|Drama|Fantasy|Adaptation,data/images\33d544d9-ac73-4045-98fe-fefa0b220a61.jpg,A mere villager  Cross Vish  somehow ended up joining the hero's party by some strange twist of fate. Cross  an ordinary man with no special powers whatsoever. Yet  for some reason  the heroes genuinely considered Cross a true comrade. There was no way he would ever be banished from the party. And that was precisely why Cross kept agonizing. What could a useless person like him possibly contribute to the hero's party? And then... Cross came to understand his role. At the very moment when the Demon King  on the verge of death  unleashed magic toward the hero—.
,Sanda,Sci-Fi|Action|Romance|Comedy|Gore|Drama|School Life|Police|Supernatural|Mystery,data/images\b04582e8-d98b-4f6e-b605-c300f3a5e3bd.jpg,In the year 2080  the world is like it is now  yet different. Government-arranged marriages  elaborate plastic surgery  and medical science are at the forefront of Japanese society.  Sanda Kazushige is a middle-school student who hasn't quite matured  despite being in the thralls of puberty. Put into a life-threatening situation by his classmate Fuyumura  Sanda discovers his uncanny ability to turn into a burly (and more grown) Santa Claus  and is thrown into a world of chaos to save his fellow students in only ways Santa Claus can do  while trying to solve the mysteries of the school he attends and the truth to where his supposedly-dead classmate Ono went.
,Galnanajimi wa Koko ga Suki,Oneshot|Romance|Slice of Life|Gyaru,data/images\d82f5749-25eb-4e2e-a71c-221a376b77fc.jpg,Hiro  a high school boy living in the countryside  is walking along the beach one day when he is approached by a black gal who looks like she belongs in Shibuya. He is surprized to find out that she's Rio  his childhood friend who he used to play with in the old days! An explosive reunion × countryside × sea romcom with heart-throbbing situations  delivered in a double feature!!
,Everyone Loves Her,Action|Long Strip|Drama|Web Comic|Supernatural|Mystery|Full Color,data/images\19914978-437b-4269-b311-fcf7d66d1f1b.jpg,With the sudden acquisition of the ability  Kang Mina’s life is completely turned upside down. Now  she stands at a crossroads where a single choice can lead to irreversible consequences. Amidst anger  confusion  and a suppressed sense of justice  Mina struggles with how to use her newfound power as she embarks on a new journey. Where will her power take her?
,Lucifer's Wish,Reincarnation|Action|Demons|Psychological|Adventure|Self-Published|Gore|Horror|Fantasy|Mystery,data/images\e19a57d3-89e2-436e-a0c9-973e590f3cd1.jpg,A mysterious girl wakes up one day in a twisted and demonic world  filled with death  despair and nightmarish like creatures. May she find the true meaning of her relation to this world? Or shall she fall victim just like the rest...  Chapters and Volumes uploaded by the artist.
,Isekai Shoukan Oji-san no Juumusou Life ~Sabage Suki Salaryman wa Kaisha Owari ni Isekai e Chokki suru~,Monsters|Action|Survival|Adventure|Office Workers|Magic|Military|Isekai|Fantasy|Slice of Life,data/images\be7dda55-4eb6-4a73-92a7-21e5e8faf0a5.jpg,The middle-aged man and airsoft enthusiast Daisuke Koga is summoned to a different world on his 40th birthday. Given the ability to turn airsoft guns into real guns  Daisuke must save the other world while traveling back and forth between reality and the fantasy world. Alongside female swordsman Rena  Daisuke becomes the only gun user and dominates in the fantasy world after work!
,Rosen Garten Saga,Genderswap|Action|Romance|Comedy|Martial Arts|Adventure|Sexual Violence|Magic|Fantasy|Supernatural,data/images\461f0cfa-cd72-4d70-bf26-a0279e0aa8fc.jpg,Lynn's village getting attacked by bandits doesn't keep her down in the dumps for long! Picking up a sword housing an extraordinary pervert... I mean hero  Siegfried  she sets off on a journey of many bouts with various degenerat... ahem  heroes! ___ **Links:** - Alternative Official English - [Comikey](https://comikey.com/comics/rosen-garten-saga-manga/525/)  [MangaPlaza](https://mangaplaza.com/title/0303005019/)
,Shy,Sci-Fi|Action|Ninja|Comedy|Superhero|Drama|Supernatural|Mystery,data/images\4809bb6c-1af2-41c5-9291-983027602d7f.jpg,In the middle of the 21st century  the world was on the brink of World War III. But superheroes from across the globe appeared and helped bring an era of peace. With the crisis averted  the Heroes returned to their home countries where they now help with domestic matters. ___ [Official X](https://x.com/SHY_off)  From Yen Press: Earth was on the brink of a third World War when super-powered individuals came forth from each country around the globe  ending the conflict and ushering in a new era of relative peace. Among those heroes  Japan is represented by a timid young girl known as “Shy.” She may spend more time worrying about her own shortcomings than she does battling villains  but she'll show the world that despite it all she still has the heart of a hero.
,Mahouka Koukou no Rettousei - Yotsuba Keishou-hen,Sci-Fi|Action|Romance|Comedy|Magic|Harem|Military|Drama|School Life|Supernatural|Adaptation,data/images\95f11d75-2018-4fe7-ac9f-04039f15b4e4.jpg,"In December  Miyuki receives an invitation for the Yotsuba's new year's family gathering. However  unlike previous years  they specially added ""Everyone must attend"" on the invitation. Miyuki understands that ""the time has come"" — it is time to decide the next head for the Yotsuba Clan.   — If she is elected  her brother will be free.   — If she becomes the next head  she will be forced to marry someone else.   Miyuki's heart is a mess.   The truth of the Brother and Sister relationship is finally unveiled!? Yotsuba Keishou-hen begins!      Adaptation of the original novel's volume 16."
,Honjitsu no Urabe-san to,Romance|Comedy,data/images\bb06e098-79c4-4cca-8cd4-ad6fec2d6d7d.jpg,Urabe Haruna  24 years old. Hobbies: smoking  drinking  cosplay.  Urabe Haruna  a girl whose daily posts on social media are accompanied by 1 word  “Today”  has been turned into a serialized comic! She spends her days messing with  teasing  and toying with her junior  Kinoshita-kun. ___ **Alt Official Raw:** [niconico Manga](https://sp.manga.nicovideo.jp/comic/70408)
,Mizu Zokusei no Mahoutsukai,Action|Adventure|Magic|Isekai|Fantasy|Slice of Life|Adaptation,data/images\bfbecb6e-8a6f-4b31-a040-5928a7635894.jpg,Upon being reincarnated into a fantasy world  Ryo wants to live out his days in peace with his newfound water magic. He can only conjure a cupful at a time  but it's enough to eke out a comfortable existence — or so he thought.  The powers that be cast him into the wild outlands with nothing more than a humble shack  a single knife  some food... and abilities that are yet beyond his comprehension. The area is overrun by monsters and there's nary another human in sight. Ryo must now figure out how to survive above all else  but he's ready to take bulls  boars  and a whole host of other monsters by the horns if it means seizing the life he wants for himself.  Each new victory brings a new challenge  but what could a fateful encounter with a headless horseman  a dragon  and a castaway swordsman have in common? They're the first steps on a grand journey that will take Ryo beyond the borders of all he knows to become the greatest water magician the world has ever seen — one adventure at a time.
,The Male Lead Is Obsessed With My Health,Reincarnation|Long Strip|Romance|Magic|Isekai|Fantasy|Adaptation|Full Color,data/images\26513cab-0b61-482c-aa7c-d042d4fe1914.jpg,I was reincarnated as an extra  the non-existent childhood friend of the male lead  who dies early in the novel. I can’t even avoid the time limit dead flag. That’s why I was living like this…   “Why aren’t you healthy?”   “I’m healthy.”   “Why are you sick again? Did I allow you to be sick?”   The male lead became obsessed with my health. Oh  please  can someone get rid of this guy! — I was definitely reincarnated as an extra with no presence. But my new life is unfolding strangely.   “Why are you doing this for me?”   “Because I like you.”   Suddenly the sunny male lead started sticking to me..   “Mom  do it for me.”   “I’m a man.”  And a handsome guardian who became my mother (gender: male)…   “Hello  daughter!”   Even a dad who was supposed to die appeared before me… Also..   “From today on  I’m your dad.”   A suspicious human was aiming to become my dad. Why did I put myself in this undeserved situation as an extra? Can I really become healthy?
,Hana-Uta Memoir,Time Travel|Comedy|Drama|Slice of Life|Mystery,data/images\61d791a6-a017-40bf-9e5b-29d9182301b3.jpg,"Ume Sasaki  a senior in high school  is helping out at her great-grandmother's ryokan during this summer vacation. She goes to the ryokan in hopes of getting some hints about her future...? This is the brightest and most dazzling ""memory (memoir)"" of the girls."
,Sword Art Online: Unital Ring,Action|Adventure|Virtual Reality|Video Games|Fantasy|Adaptation,data/images\512cd78f-cbb8-460a-bafd-e8840c0f7c31.jpg,A year has passed since Kirito and Asuna’s return from the Underworld. With them is Alice  who has been given a physical body. But their peace is quickly broken when the three are suddenly thrust into an unfamiliar game  Unital Ring. This new world is a survival MMO that fuses together every VRMMO created with the Seed program. As soon as it starts  Kirito finds himself with nothing but his underwear. Now  he’s got to challenge a mysterious VRMMOSVG under desperate circumstances!
,Jujutsu Kaisen - Omoide wa Kimi ni Azuketoku (Doujinshi),Reincarnation|Boys' Love|Doujinshi,data/images\a8ee1d8c-43e9-485f-9651-265e94d6b4e6.jpg,Pairing: Gojo Satoru x Itadori Yuuji
,Yuusha Party wo Oidasareta Kiyoubinbou ~Party Jijou de Fuyojitsushi wo Yatteita Kenshi  Bannou e to Itaru~,Action|Comedy|Fantasy|Adaptation,data/images\07125c94-dc35-4064-a676-2cea158a55d6.jpg,"Being a ""Jack-of-all-trades"" is a sin!? Despite trying his hardest  he's been told that he's out of a job!! A member of the Hero's party  Orun  is suddenly told by the party leader; ""You're insufficient  you need to leave."" Additionally  Orun is mocked by his former comrades as a ""Jack-of-All-Trades  Master of None"". True  he is well-rounded with no particular skill standing out. Still  he would complete every task with a skillful hand  what's more  he always performed at peak performance...! Orun  having grown frustrated  began working solo. However  deep within his heart lay the drive to become the ultimate ""Jack-of-All-Trades  Master of None""  an ""All-Rounder""!"
,Ore to Seijo ga Dekiteru Koto ga Baretara Kono Party wa Houkai suru,Action|Romance|Comedy|Adventure|Gore|Fantasy,data/images\0fbd2588-99c2-4900-9c17-96b034a82557.jpg,Rin  the gloomy-type mage  somehow ends up in a secret relationship with the party’s sweetheart  Sophia.  But for certain reasons  no one must ever find out.  Caught between “We can’t get caught!” and “But I still wanna do it!” Rin’s heart is ready to explode!
,Ane no Musume (Serialization),Romance|Incest|Girls' Love|Drama|Web Comic,data/images\5558c740-26c8-4a0d-a457-21bd4e9b802a.jpg,Her trust broken by her girlfriend  Saya moves out of the room they were living in  and  with nowhere else to go  she has no choice but to stay with her sister's family. There  she reunites with her sister's daughter  Rui  who she often used to play with when she was younger. Rui used to be such an innocent girl  but now she's almost like succubus meant to lead people astray  boasting calculating smiles and charm unbefitting of her age. Day after day Saya is filled with confusion and doubt  her resolve gradually wavering away due to Rui's intimate sense of distance  until eventually she loses sight of any reason to turn Rui down...
,Urenokori no Dorei Elf o Hirotta no de  Musume ni Suru Koto ni shita,Monsters|Comedy|Magic|Drama|Fantasy|Slice of Life|Adaptation,data/images\101c7648-2599-4167-a4e8-5e1bc07fedae.jpg,Weiss  a magician living in the scoundrel-filled Zenith  finds a high elf girl for sale  a higher level elf species that is said to be extinct. He decides to buy her and raise her as his daughter. The high elf doesn't even know how to speak the language  but Weiss' hard work in raising her seems to be paying off...?
